inventory_id,warehouse_id,product_id,batch_number,quantity,reorder_level,unit_cost,last_stocked_date
7225,2.0,2973.0,BT477731,252,29,447.48,2025-12-23 14:25:21.092340
7226,3.0,2279.0,BT876726,373,32,825.21,2025-11-20 14:25:21.092362
7227,4.0,1626.0,BT675016,474,29,806.08,2025-11-07 14:25:21.092390
7228,2.0,1839.0,BT186680,414,71,1410.95,2025-08-17 14:25:21.092416
7229,3.0,1129.0,BT843693,88,79,498.46,2025-08-06 14:25:21.092439
7230,2.0,2521.0,BT682372,461,77,392.13,2025-09-25 14:25:21.092467
7231,3.0,2391.0,BT705552,137,37,765.65,2025-11-25 14:25:21.092491
7232,2.0,586.0,BT957469,341,69,698.66,2025-08-17 14:25:21.092514
7233,4.0,19.0,BT470770,470,50,441.86,2025-09-09 14:25:21.092536
7234,4.0,2635.0,BT297068,418,80,995.94,2026-07-11 14:25:21.092563
7235,1.0,1847.0,BT587760,316,77,940.32,2026-07-16 14:25:21.092590
7236,2.0,442.0,BT880239,87,46,810.58,2025-11-08 14:25:21.092613
7237,1.0,439.0,BT334724,27,37,1448.87,2026-02-11 14:25:21.092635
7238,4.0,619.0,BT163490,27,27,201.4,2025-11-28 14:25:21.092658
7239,1.0,1814.0,BT932545,54,77,212.88,2025-10-10 14:25:21.092680
7240,1.0,2856.0,BT452786,477,64,608.25,2025-08-15 14:25:21.092703
7241,1.0,2550.0,BT817542,254,77,1404.84,2026-01-04 14:25:21.092726
7242,2.0,515.0,BT126202,376,30,385.07,2026-06-07 14:25:21.092749
7243,2.0,2275.0,BT520152,285,77,524.82,2025-08-15 14:25:21.092772
7244,3.0,2977.0,BT644013,77,80,250.78,2026-06-19 14:25:21.092794
7245,4.0,1169.0,BT956505,368,60,313.45,2025-12-13 14:25:21.092816
7246,2.0,1496.0,BT378501,10,58,1409.13,2026-05-23 14:25:21.092838
7247,4.0,1000.0,BT332407,378,27,1473.26,2025-12-06 14:25:21.092861
7248,3.0,1012.0,BT561911,388,37,143.9,2026-05-09 14:25:21.092883
7249,3.0,28.0,BT900226,49,51,798.32,2026-01-22 14:25:21.092906
7250,3.0,1838.0,BT529809,366,47,1393.97,2025-08-24 14:25:21.092933
7251,2.0,2119.0,BT153871,81,64,82.36,2025-08-09 14:25:21.092958
7252,4.0,1170.0,BT405233,266,39,88.8,2025-10-04 14:25:21.092982
7253,2.0,591.0,BT319217,12,53,1446.15,2025-10-08 14:25:21.093009
7254,4.0,1392.0,BT961194,279,40,609.22,2025-09-26 14:25:21.093033
7255,4.0,1422.0,BT107401,232,74,362.64,2026-03-12 14:25:21.093055
7256,1.0,1356.0,BT653767,348,52,1060.2,2025-08-11 14:25:21.093078
7257,1.0,1948.0,BT830443,125,79,81.77,2025-11-26 14:25:21.093101
7258,4.0,437.0,BT768997,309,76,458.44,2025-12-05 14:25:21.093124
7259,3.0,1060.0,BT591775,311,77,1110.4,2025-08-14 14:25:21.093147
7260,3.0,2869.0,BT820881,403,47,347.55,2026-06-04 14:25:21.093169
7261,4.0,1714.0,BT272812,297,47,1223.12,2025-12-29 14:25:21.093192
7262,2.0,1840.0,BT179677,80,33,293.33,2025-09-11 14:25:21.093219
7263,3.0,1966.0,BT244243,141,36,1234.21,2025-12-23 14:25:21.093243
7264,1.0,1045.0,BT352703,38,58,992.68,2026-03-07 14:25:21.093267
7265,1.0,156.0,BT675819,398,64,705.13,2026-02-03 14:25:21.093289
7266,3.0,2559.0,BT846458,309,80,1369.39,2025-11-08 14:25:21.093312
7267,3.0,1750.0,BT403746,255,27,1227.83,2025-10-03 14:25:21.093357
7268,3.0,1830.0,BT123900,107,60,303.98,2025-10-28 14:25:21.093382
7269,3.0,664.0,BT331241,158,25,267.04,2025-11-16 14:25:21.093420
7270,2.0,775.0,BT481386,83,36,591.97,2026-04-17 14:25:21.093444
7271,3.0,2995.0,BT950121,310,72,145.67,2026-03-26 14:25:21.093467
7272,3.0,1543.0,BT118058,226,23,1157.18,2026-02-11 14:25:21.093491
7273,3.0,2555.0,BT806980,123,79,664.4,2025-07-30 14:25:21.093519
7274,2.0,2307.0,BT423126,292,68,112.41,2025-11-23 14:25:21.093543
7275,1.0,2302.0,BT509095,114,73,1485.79,2026-02-11 14:25:21.093566
7276,2.0,756.0,BT285853,333,30,19.47,2025-09-03 14:25:21.093589
7277,1.0,2797.0,BT545493,393,41,340.56,2025-10-03 14:25:21.093612
7278,1.0,64.0,BT405331,392,80,43.16,2026-02-27 14:25:21.093635
7279,2.0,2002.0,BT987014,92,58,304.61,2025-07-18 14:25:21.093659
7280,4.0,30.0,BT963104,218,70,380.51,2026-01-12 14:25:21.093682
7281,1.0,299.0,BT386854,343,52,1152.08,2026-06-18 14:25:21.093706
7282,3.0,487.0,BT429945,94,74,1404.02,2026-05-26 14:25:21.093729
7283,3.0,2956.0,BT860171,307,22,829.62,2026-03-17 14:25:21.093752
7284,1.0,963.0,BT828454,431,76,663.57,2026-07-09 14:25:21.093776
7285,3.0,2017.0,BT342252,430,41,992.45,2026-04-26 14:25:21.093799
7286,2.0,2028.0,BT151703,183,20,950.02,2026-03-27 14:25:21.093822
7287,2.0,2755.0,BT116461,416,41,1335.27,2025-07-22 14:25:21.093850
7288,1.0,891.0,BT803652,241,79,1339.95,2025-08-06 14:25:21.093874
7289,4.0,2226.0,BT866517,135,30,1459.68,2025-11-23 14:25:21.093897
7290,2.0,2036.0,BT912440,356,71,1093.17,2026-04-05 14:25:21.093919
7291,4.0,1770.0,BT799743,12,31,516.4,2025-11-14 14:25:21.093942
7292,2.0,1894.0,BT603835,69,31,547.43,2026-07-15 14:25:21.093969
7293,1.0,2074.0,BT704155,316,60,628.76,2026-03-07 14:25:21.094001
7294,2.0,489.0,BT209429,309,26,22.17,2026-03-08 14:25:21.094026
7295,1.0,1965.0,BT756472,379,73,597.06,2025-08-10 14:25:21.094048
7296,1.0,305.0,BT135342,101,68,1019.62,2026-01-03 14:25:21.094072
7297,2.0,986.0,BT482977,0,31,954.69,2025-09-30 14:25:21.094095
7298,2.0,2384.0,BT830217,397,51,411.16,2025-08-31 14:25:21.094123
7299,1.0,1646.0,BT150829,411,71,908.63,2026-07-18 14:25:21.094147
7300,1.0,936.0,BT212559,480,62,820.79,2026-04-01 14:25:21.094170
7301,2.0,154.0,BT931262,362,57,195.14,2026-06-14 14:25:21.094193
7302,1.0,1847.0,BT238172,325,21,1080.03,2025-11-19 14:25:21.094216
7303,2.0,722.0,BT802957,467,54,1375.15,2025-08-22 14:25:21.094238
7304,3.0,1952.0,BT676024,406,48,682.23,2025-08-29 14:25:21.094261
7305,4.0,118.0,BT681436,178,34,306.34,2026-04-04 14:25:21.094284
7306,4.0,1623.0,BT861786,364,62,1317.44,2026-02-21 14:25:21.094307
7307,1.0,1812.0,BT939376,54,79,1271.09,2026-01-22 14:25:21.094330
7308,3.0,41.0,BT431822,478,60,1403.17,2026-06-22 14:25:21.094353
7309,4.0,217.0,BT754315,448,33,161.16,2025-09-30 14:25:21.094376
7310,2.0,2634.0,BT575781,310,36,1084.64,2026-06-19 14:25:21.094673
7311,1.0,2102.0,BT678772,42,23,364.99,2025-08-05 14:25:21.094699
7312,1.0,1568.0,BT351677,37,67,1358.48,2026-06-26 14:25:21.094728
7313,1.0,1290.0,BT452755,348,36,533.55,2026-01-24 14:25:21.094752
7314,2.0,1106.0,BT370076,171,29,796.25,2026-04-30 14:25:21.094776
7315,1.0,947.0,BT315502,316,72,1265.23,2026-01-18 14:25:21.094799
7316,1.0,184.0,BT243772,239,52,1236.78,2026-07-10 14:25:21.094822
7317,3.0,2199.0,BT369166,223,52,1007.07,2026-02-18 14:25:21.094845
7318,1.0,1130.0,BT363602,188,52,565.14,2026-03-24 14:25:21.094868
7319,3.0,1774.0,BT853543,320,53,1191.65,2025-08-05 14:25:21.094891
7320,2.0,195.0,BT420032,280,73,611.45,2025-11-28 14:25:21.094914
7321,1.0,2021.0,BT360438,131,39,1153.25,2025-11-02 14:25:21.094937
7322,1.0,1271.0,BT575013,347,66,468.69,2026-01-26 14:25:21.094961
7323,4.0,1041.0,BT977468,315,44,558.86,2025-12-21 14:25:21.094985
7324,3.0,1550.0,BT393088,484,63,103.44,2025-12-13 14:25:21.095011
7325,3.0,331.0,BT570922,39,41,1092.43,2026-04-26 14:25:21.095040
7326,1.0,371.0,BT368112,180,27,1264.79,2025-11-27 14:25:21.095064
7327,3.0,551.0,BT608581,117,76,136.49,2026-05-24 14:25:21.095086
7328,2.0,1619.0,BT866856,478,34,340.04,2026-04-06 14:25:21.095109
7329,2.0,684.0,BT694299,233,77,1495.77,2025-11-04 14:25:21.095132
7330,4.0,1010.0,BT590600,397,52,935.61,2026-01-02 14:25:21.095159
7331,4.0,1424.0,BT574133,231,79,405.19,2025-12-20 14:25:21.095186
7332,2.0,529.0,BT900519,395,70,887.75,2026-06-06 14:25:21.095210
7333,4.0,2748.0,BT989414,51,34,725.04,2026-04-05 14:25:21.095233
7334,3.0,1759.0,BT354198,464,71,39.03,2025-09-14 14:25:21.095257
7335,4.0,2031.0,BT582722,229,69,1280.75,2026-04-16 14:25:21.095280
7336,4.0,256.0,BT840392,377,53,297.09,2026-06-15 14:25:21.095303
7337,3.0,1061.0,BT216883,53,61,411.4,2025-07-25 14:25:21.095325
7338,3.0,1923.0,BT591188,473,62,1041.33,2026-02-26 14:25:21.095349
7339,4.0,593.0,BT470521,201,54,259.12,2025-11-02 14:25:21.095372
7340,3.0,1347.0,BT219940,73,27,1058.62,2026-04-21 14:25:21.095402
7341,2.0,763.0,BT515600,265,21,1148.74,2025-11-09 14:25:21.095427
7342,4.0,2081.0,BT331828,22,73,160.11,2025-10-31 14:25:21.095450
7343,2.0,2433.0,BT250097,261,56,53.52,2026-04-14 14:25:21.095474
7344,4.0,657.0,BT903896,131,24,249.59,2025-10-26 14:25:21.095497
7345,1.0,231.0,BT342618,184,20,888.86,2025-12-30 14:25:21.095521
7346,1.0,707.0,BT155130,437,42,1191.2,2026-01-19 14:25:21.095544
7347,4.0,1308.0,BT389425,145,70,1200.37,2026-02-04 14:25:21.095567
7348,2.0,1000.0,BT167390,411,28,31.43,2026-01-14 14:25:21.095590
7349,2.0,1826.0,BT891788,465,65,1005.57,2025-07-27 14:25:21.095613
7350,1.0,135.0,BT449581,7,30,945.68,2026-06-15 14:25:21.095636
7351,2.0,1514.0,BT342508,377,73,587.8,2026-03-31 14:25:21.095670
7352,3.0,1817.0,BT510048,242,76,1495.93,2026-01-30 14:25:21.095696
7353,4.0,2388.0,BT840380,458,28,482.22,2026-05-08 14:25:21.095719
7354,2.0,1617.0,BT205517,411,80,481.91,2025-12-29 14:25:21.095742
7355,2.0,2025.0,BT175158,2,78,307.12,2025-12-28 14:25:21.095764
7356,2.0,1257.0,BT498599,328,57,1285.96,2025-10-15 14:25:21.095787
7357,1.0,167.0,BT357559,344,69,1080.95,2026-03-01 14:25:21.095814
7358,1.0,2054.0,BT296152,83,33,515.75,2025-07-28 14:25:21.095838
7359,4.0,2624.0,BT556060,56,23,650.26,2026-03-27 14:25:21.095862
7360,2.0,536.0,BT313534,472,22,18.18,2025-10-14 14:25:21.095885
7361,3.0,1802.0,BT425469,239,25,176.52,2025-11-11 14:25:21.095909
7362,2.0,1392.0,BT431253,485,32,268.98,2026-01-11 14:25:21.095939
7363,3.0,1859.0,BT492442,206,32,241.96,2025-11-08 14:25:21.095963
7364,4.0,569.0,BT188963,49,79,701.55,2025-10-02 14:25:21.095986
7365,2.0,2723.0,BT176935,291,66,923.22,2026-06-21 14:25:21.096009
7366,1.0,2199.0,BT216752,119,54,576.59,2025-09-22 14:25:21.096032
7367,4.0,2273.0,BT866572,163,77,470.86,2026-04-21 14:25:21.096056
7368,1.0,2939.0,BT251872,301,53,32.23,2026-05-02 14:25:21.096079
7369,1.0,1909.0,BT536991,211,31,992.25,2026-04-08 14:25:21.096102
7370,1.0,2300.0,BT682876,112,57,1205.99,2025-12-29 14:25:21.096128
7371,1.0,1115.0,BT451166,97,73,414.46,2025-11-28 14:25:21.096152
7372,3.0,1926.0,BT925214,440,42,683.9,2025-12-02 14:25:21.096175
7373,1.0,860.0,BT607565,374,34,234.03,2026-02-06 14:25:21.096198
7374,1.0,2637.0,BT467733,245,58,680.37,2026-02-09 14:25:21.096221
7375,4.0,705.0,BT724528,430,47,267.5,2026-07-05 14:25:21.096243
7376,1.0,2633.0,BT391749,203,79,1079.06,2026-06-05 14:25:21.096266
7377,3.0,121.0,BT668841,290,74,211.28,2026-01-10 14:25:21.096289
7378,1.0,1835.0,BT584738,484,34,309.96,2025-08-15 14:25:21.096311
7379,4.0,1516.0,BT747898,359,79,1404.59,2025-12-16 14:25:21.096335
7380,3.0,2329.0,BT269541,252,32,682.85,2025-12-06 14:25:21.096357
7381,4.0,746.0,BT921394,303,67,1216.81,2025-10-31 14:25:21.096380
7382,3.0,2896.0,BT377152,470,43,528.52,2025-12-23 14:25:21.096413
7383,2.0,2355.0,BT842112,349,54,1398.42,2026-04-30 14:25:21.096437
7384,3.0,86.0,BT373579,264,80,757.8,2026-04-11 14:25:21.096461
7385,4.0,1897.0,BT449254,269,57,1417.39,2025-11-05 14:25:21.096484
7386,1.0,2018.0,BT640542,35,69,831.8,2026-01-17 14:25:21.096507
7387,1.0,340.0,BT536336,317,47,971.09,2026-04-23 14:25:21.096530
7388,3.0,842.0,BT866637,321,48,940.23,2026-07-14 14:25:21.096553
7389,1.0,2299.0,BT319259,74,32,1407.7,2025-11-03 14:25:21.096580
7390,3.0,2436.0,BT909436,379,27,771.62,2025-08-06 14:25:21.096608
7391,4.0,1280.0,BT169642,293,74,24.19,2026-03-20 14:25:21.096632
7392,1.0,2739.0,BT514759,286,72,977.64,2025-11-24 14:25:21.096655
7393,4.0,1177.0,BT141301,189,59,1309.67,2026-01-04 14:25:21.096678
7394,3.0,1909.0,BT382691,412,20,51.22,2025-08-02 14:25:21.096706
7395,1.0,1319.0,BT230699,63,42,601.39,2025-09-03 14:25:21.096731
7396,2.0,196.0,BT233484,288,62,1190.08,2026-04-16 14:25:21.096754
7397,4.0,1899.0,BT601179,160,76,838.8,2025-10-15 14:25:21.096778
7398,4.0,2564.0,BT953386,457,78,333.62,2026-05-14 14:25:21.096801
7399,1.0,283.0,BT538865,211,70,64.93,2026-01-16 14:25:21.096832
7400,2.0,2021.0,BT446824,306,80,296.37,2025-08-03 14:25:21.096857
7401,3.0,2398.0,BT303961,185,29,1254.21,2026-01-30 14:25:21.096882
7402,2.0,307.0,BT478044,446,43,1458.32,2025-10-05 14:25:21.096906
7403,2.0,981.0,BT299328,486,71,456.42,2026-05-14 14:25:21.096930
7404,4.0,2752.0,BT289780,315,32,1181.46,2025-11-05 14:25:21.096954
7405,4.0,1794.0,BT972867,177,80,105.97,2026-03-27 14:25:21.096978
7406,2.0,1321.0,BT594335,190,25,42.05,2026-05-21 14:25:21.097001
7407,2.0,1054.0,BT618692,181,66,1069.93,2025-09-26 14:25:21.097024
7408,4.0,1508.0,BT946468,193,55,1474.17,2026-03-06 14:25:21.097047
7409,1.0,1329.0,BT164637,463,49,1073.62,2025-09-09 14:25:21.097074
7410,3.0,2005.0,BT886805,207,65,476.7,2026-02-27 14:25:21.097098
7411,3.0,644.0,BT296031,221,43,623.32,2025-07-21 14:25:21.097121
7412,1.0,77.0,BT926039,75,40,676.71,2025-10-19 14:25:21.097144
7413,2.0,634.0,BT416248,226,40,1143.89,2026-06-19 14:25:21.097167
7414,4.0,1182.0,BT313284,231,78,501.39,2026-05-18 14:25:21.097190
7415,1.0,33.0,BT384501,360,65,520.72,2026-04-03 14:25:21.097213
7416,1.0,198.0,BT841069,359,64,532.48,2026-03-09 14:25:21.097235
7417,3.0,268.0,BT758599,39,74,405.26,2026-05-21 14:25:21.097258
7418,2.0,2282.0,BT741424,178,61,994.61,2025-11-04 14:25:21.097280
7419,1.0,2814.0,BT526119,442,67,1236.82,2026-03-04 14:25:21.097303
7420,2.0,167.0,BT566379,141,46,804.89,2026-05-24 14:25:21.097340
7421,2.0,444.0,BT273260,309,22,433.62,2026-01-20 14:25:21.097363
7422,2.0,2382.0,BT939778,227,72,1484.0,2025-09-08 14:25:21.097393
7423,1.0,589.0,BT357374,464,33,1176.39,2026-03-07 14:25:21.097418
7424,4.0,142.0,BT301517,416,67,635.16,2026-06-05 14:25:21.097441
7425,2.0,1161.0,BT343742,125,44,384.63,2026-06-14 14:25:21.097464
7426,2.0,631.0,BT169358,273,48,449.29,2026-03-16 14:25:21.097492
7427,1.0,2354.0,BT775682,121,52,318.47,2026-02-13 14:25:21.097515
7428,3.0,893.0,BT307120,239,51,376.08,2025-12-24 14:25:21.097538
7429,4.0,2804.0,BT305914,76,53,257.04,2026-03-28 14:25:21.097565
7430,3.0,2427.0,BT761545,336,32,308.28,2025-12-07 14:25:21.097589
7431,1.0,2649.0,BT593286,140,22,1435.02,2025-09-12 14:25:21.097612
7432,4.0,1177.0,BT772236,143,68,1440.95,2025-08-27 14:25:21.097636
7433,1.0,2518.0,BT727910,305,78,172.68,2025-08-02 14:25:21.097659
7434,2.0,2640.0,BT497364,311,51,249.73,2026-05-23 14:25:21.097682
7435,4.0,90.0,BT672298,385,60,852.26,2026-05-28 14:25:21.097705
7436,4.0,849.0,BT115163,483,63,49.25,2026-01-22 14:25:21.097728
7437,1.0,2155.0,BT815710,101,66,603.33,2026-06-17 14:25:21.097756
7438,4.0,2431.0,BT793095,478,58,187.5,2025-10-05 14:25:21.097779
7439,4.0,2626.0,BT772220,5,75,41.2,2025-12-04 14:25:21.097803
7440,3.0,2262.0,BT148570,430,72,531.02,2026-03-06 14:25:21.097826
7441,1.0,919.0,BT916414,70,78,259.93,2025-12-24 14:25:21.097849
7442,2.0,2540.0,BT997675,494,71,604.53,2025-10-22 14:25:21.097871
7443,3.0,1998.0,BT183673,107,42,1025.85,2025-11-09 14:25:21.097894
7444,3.0,1885.0,BT116269,118,34,1355.82,2025-12-22 14:25:21.097917
7445,3.0,2591.0,BT788580,273,63,1436.28,2026-04-16 14:25:21.097939
7446,1.0,782.0,BT785285,370,48,96.11,2025-08-19 14:25:21.097962
7447,3.0,16.0,BT922375,311,55,69.27,2025-12-15 14:25:21.097986
7448,2.0,1145.0,BT196845,313,71,321.11,2026-02-10 14:25:21.098013
7449,1.0,600.0,BT949341,395,45,1380.86,2026-05-20 14:25:21.098036
7450,2.0,730.0,BT250790,342,26,1470.11,2026-02-22 14:25:21.098059
7451,2.0,299.0,BT552262,292,52,225.5,2026-05-31 14:25:21.098082
7452,1.0,1319.0,BT904601,93,61,738.09,2026-01-27 14:25:21.098108
7453,2.0,1141.0,BT607916,160,75,375.36,2026-03-12 14:25:21.098132
7454,4.0,91.0,BT905429,181,40,330.51,2026-04-13 14:25:21.098155
7455,4.0,2610.0,BT159540,88,58,637.72,2026-02-02 14:25:21.098177
7456,3.0,911.0,BT475496,125,44,23.74,2026-04-08 14:25:21.098200
7457,3.0,2348.0,BT700405,357,50,1402.27,2025-07-22 14:25:21.098222
7458,1.0,442.0,BT760686,269,56,162.26,2025-09-17 14:25:21.098251
7459,2.0,2120.0,BT459167,135,23,584.09,2026-02-06 14:25:21.098274
7460,4.0,2037.0,BT242824,60,68,1040.98,2025-12-06 14:25:21.098297
7461,1.0,2152.0,BT175181,83,66,989.61,2025-09-08 14:25:21.098320
7462,1.0,2766.0,BT110053,351,36,344.36,2025-10-17 14:25:21.098345
7463,3.0,2674.0,BT858445,214,38,167.82,2026-03-03 14:25:21.098368
7464,4.0,829.0,BT851418,7,64,159.44,2026-05-30 14:25:21.098397
7465,4.0,330.0,BT535183,351,73,1197.3,2025-09-28 14:25:21.098421
7466,4.0,1686.0,BT750284,365,65,202.61,2026-02-04 14:25:21.098445
7467,2.0,499.0,BT996424,75,66,13.61,2026-07-03 14:25:21.098468
7468,4.0,1492.0,BT682548,98,78,1493.56,2026-07-08 14:25:21.098495
7469,4.0,2112.0,BT611645,410,77,453.04,2026-06-07 14:25:21.098520
7470,1.0,2889.0,BT825373,390,42,720.17,2025-07-23 14:25:21.098543
7471,2.0,1432.0,BT377706,50,28,127.8,2025-12-04 14:25:21.098567
7472,2.0,771.0,BT343833,281,80,1166.78,2026-03-08 14:25:21.098590
7473,3.0,1256.0,BT776068,184,58,488.62,2025-11-26 14:25:21.098614
7474,4.0,878.0,BT754159,250,47,1227.05,2026-05-23 14:25:21.098641
7475,3.0,2849.0,BT543933,228,20,1321.79,2026-04-15 14:25:21.098665
7476,3.0,677.0,BT467040,382,22,1379.5,2025-10-17 14:25:21.098688
7477,2.0,113.0,BT222194,318,42,1276.98,2026-03-06 14:25:21.098712
7478,3.0,742.0,BT407873,391,23,383.02,2025-11-11 14:25:21.098735
7479,1.0,2413.0,BT302331,436,79,557.74,2026-06-04 14:25:21.098758
7480,1.0,1881.0,BT999156,428,77,1436.17,2026-04-03 14:25:21.098781
7481,3.0,2254.0,BT739724,233,40,320.35,2026-02-01 14:25:21.098804
7482,3.0,1902.0,BT396480,226,54,647.76,2025-12-17 14:25:21.098827
7483,4.0,1130.0,BT412252,190,57,1023.92,2025-12-07 14:25:21.098850
7484,4.0,1708.0,BT458554,263,66,961.72,2026-06-17 14:25:21.098876
7485,3.0,2104.0,BT365400,457,58,678.66,2026-01-14 14:25:21.098900
7486,1.0,2906.0,BT583437,318,54,487.21,2025-08-05 14:25:21.098923
7487,2.0,2008.0,BT939539,278,35,64.46,2025-10-31 14:25:21.098950
7488,2.0,1219.0,BT322822,97,23,943.71,2025-10-26 14:25:21.098974
7489,3.0,351.0,BT864234,225,41,36.55,2025-07-27 14:25:21.098998
7490,3.0,2450.0,BT483116,345,33,897.6,2025-09-16 14:25:21.099026
7491,1.0,1259.0,BT118422,339,33,1184.88,2025-10-06 14:25:21.099049
7492,1.0,2009.0,BT330319,408,25,957.18,2026-06-19 14:25:21.099072
7493,4.0,430.0,BT731593,163,41,966.74,2025-10-05 14:25:21.099095
7494,1.0,2090.0,BT278129,454,35,245.66,2026-03-08 14:25:21.099118
7495,1.0,609.0,BT494234,487,44,487.89,2025-12-25 14:25:21.099141
7496,2.0,2906.0,BT162375,143,22,77.34,2026-01-21 14:25:21.099164
7497,2.0,2693.0,BT703080,41,42,1470.63,2026-03-21 14:25:21.099187
7498,4.0,2078.0,BT224725,299,53,1039.41,2025-09-25 14:25:21.099210
7499,3.0,19.0,BT988585,160,60,406.63,2025-10-02 14:25:21.099233
7500,4.0,71.0,BT572681,296,57,1365.28,2026-03-21 14:25:21.099256
7501,1.0,1311.0,BT127439,485,44,215.29,2026-03-15 14:25:21.099279
7502,4.0,1948.0,BT766383,284,21,1448.68,2025-07-26 14:25:21.099301
7503,4.0,2168.0,BT217223,42,80,1067.21,2026-01-10 14:25:21.099324
7504,2.0,2122.0,BT115517,176,58,1070.08,2025-11-28 14:25:21.099347
7505,3.0,65.0,BT492663,107,37,422.36,2026-02-21 14:25:21.099370
7506,3.0,900.0,BT791829,258,23,1092.5,2026-06-02 14:25:21.099400
7507,4.0,2136.0,BT644078,496,51,694.07,2025-08-04 14:25:21.099429
7508,2.0,2611.0,BT312964,156,43,19.98,2026-01-14 14:25:21.099454
7509,3.0,2981.0,BT756845,455,50,968.02,2026-02-06 14:25:21.099477
7510,2.0,2816.0,BT774450,470,35,592.45,2026-01-27 14:25:21.099500
7511,4.0,1449.0,BT874810,106,46,1135.27,2026-07-01 14:25:21.099528
7512,2.0,2381.0,BT865505,334,60,138.96,2026-02-11 14:25:21.099552
7513,4.0,663.0,BT554920,423,54,821.01,2025-09-15 14:25:21.099575
7514,1.0,613.0,BT232639,405,28,66.29,2026-03-22 14:25:21.099598
7515,2.0,2110.0,BT188300,138,65,876.68,2025-11-05 14:25:21.099620
7516,2.0,373.0,BT825957,27,29,1151.86,2026-02-10 14:25:21.099651
7517,2.0,2544.0,BT540681,173,44,19.84,2026-04-30 14:25:21.099676
7518,2.0,194.0,BT319205,179,78,105.59,2025-09-05 14:25:21.099699
7519,3.0,1618.0,BT982841,397,59,214.11,2025-09-15 14:25:21.099722
7520,4.0,2206.0,BT828807,24,43,644.31,2026-01-01 14:25:21.099746
7521,2.0,2179.0,BT593139,102,62,935.0,2026-01-05 14:25:21.099769
7522,3.0,2346.0,BT106841,390,30,586.37,2026-05-03 14:25:21.099799
7523,1.0,357.0,BT243349,476,77,595.84,2026-02-09 14:25:21.099823
7524,3.0,1098.0,BT269988,72,45,176.39,2026-02-19 14:25:21.099847
7525,4.0,1788.0,BT749865,293,33,754.73,2026-02-25 14:25:21.099870
7526,3.0,531.0,BT239460,18,59,80.18,2025-12-03 14:25:21.099897
7527,2.0,558.0,BT361368,193,68,1216.52,2025-11-08 14:25:21.099922
7528,4.0,1452.0,BT205909,326,47,1254.83,2026-03-03 14:25:21.099945
7529,1.0,2067.0,BT491142,184,73,906.21,2026-01-18 14:25:21.099969
7530,4.0,698.0,BT599631,370,70,869.56,2025-12-03 14:25:21.099991
7531,3.0,2383.0,BT696027,299,73,1451.22,2025-10-01 14:25:21.100014
7532,2.0,1919.0,BT515389,328,67,742.76,2025-11-23 14:25:21.100038
7533,3.0,438.0,BT801230,61,39,833.62,2026-04-29 14:25:21.100061
7534,4.0,1895.0,BT229315,289,27,333.87,2025-09-16 14:25:21.100084
7535,2.0,1550.0,BT333180,114,29,34.87,2026-07-08 14:25:21.100108
7536,4.0,2645.0,BT262612,298,20,165.65,2025-11-15 14:25:21.100130
7537,1.0,2810.0,BT766302,241,52,1144.48,2025-09-01 14:25:21.100153
7538,1.0,1286.0,BT933880,267,59,273.23,2026-07-14 14:25:21.100177
7539,2.0,1283.0,BT788289,15,65,915.99,2025-07-30 14:25:21.100200
7540,4.0,1149.0,BT337260,79,38,1166.37,2025-09-09 14:25:21.100223
7541,3.0,1625.0,BT245467,257,55,23.1,2026-04-23 14:25:21.100246
7542,3.0,370.0,BT754025,304,51,1163.65,2026-07-10 14:25:21.100269
7543,2.0,2069.0,BT169962,38,66,562.76,2026-07-06 14:25:21.100293
7544,3.0,2325.0,BT522130,307,71,1027.11,2025-10-05 14:25:21.100316
7545,1.0,2915.0,BT754116,139,39,552.28,2025-10-26 14:25:21.100339
7546,1.0,1417.0,BT249094,318,57,315.97,2026-03-17 14:25:21.100367
7547,4.0,328.0,BT682381,477,69,198.4,2026-04-19 14:25:21.100400
7548,2.0,1689.0,BT449218,308,45,138.1,2025-12-26 14:25:21.100431
7549,4.0,1040.0,BT907729,170,63,1419.12,2026-05-22 14:25:21.100457
7550,1.0,621.0,BT704444,266,25,1366.52,2026-05-09 14:25:21.100482
7551,3.0,2881.0,BT472712,1,64,1453.98,2026-06-29 14:25:21.100505
7552,4.0,1928.0,BT794988,36,68,886.34,2026-01-30 14:25:21.100529
7553,1.0,1070.0,BT201946,280,47,176.14,2026-02-16 14:25:21.100557
7554,2.0,1494.0,BT351343,298,73,1184.32,2026-05-08 14:25:21.100581
7555,4.0,2896.0,BT970080,474,28,803.4,2025-09-11 14:25:21.100604
7556,1.0,2327.0,BT987722,281,39,955.31,2026-05-17 14:25:21.100627
7557,2.0,108.0,BT843913,5,24,1450.54,2025-12-29 14:25:21.100651
7558,2.0,904.0,BT428967,3,64,452.87,2025-09-07 14:25:21.100675
7559,2.0,2490.0,BT392186,215,26,771.07,2026-01-14 14:25:21.100699
7560,4.0,128.0,BT602287,432,76,565.38,2026-02-07 14:25:21.100722
7561,3.0,2837.0,BT832967,167,32,328.71,2025-11-08 14:25:21.100745
7562,3.0,1314.0,BT337691,379,35,506.66,2025-11-02 14:25:21.100768
7563,4.0,381.0,BT390517,394,51,1072.3,2025-07-24 14:25:21.100791
7564,2.0,1981.0,BT235750,196,64,1425.9,2026-06-01 14:25:21.100814
